freebase_id,wikidata_id,label
/m/012d40,Q36970,Jackie Chan
/m/012d9h,Q160493,Inverness
/m/012dr7,Q105960,William Powell
/m/012dtf,Q457229,Franchot Tone
/m/012f86,Q44806,Ukrainians
/m/012fvq,Q1378320,Swarthmore College
/m/012fzm,Q209055,Torquay
/m/012g92,Q106365,Isabelle Huppert
/m/012gbb,Q4612,Marlene Dietrich
/m/012gk9,Q241218,Star Trek V: The Final Frontier
/m/012gq6,Q718078,Bob Newhart
/m/012gx2,Q6279,Joe Biden
/m/012gyf,Q222738,National Autonomous University of Mexico
/m/012j5h,Q531461,Raymond Massey
/m/012j8z,Q350640,Walter Pidgeon
/m/012jc,Q15326,alcoholism
/m/012jfb,Q165394,Bowling for Columbine
/m/012ky3,Q313281,Michel Legrand
/m/012kyx,Q221075,28 Days Later
/m/012ljv,Q502957,Gabriel Yared
/m/012lzr,Q734764,University of New South Wales
/m/012m_,Q28513,Austria-Hungary
/m/012mrr,Q320588,Close Encounters of the Third Kind
/m/012mzw,Q178848,University of Notre Dame
/m/012pd4,Q670858,Scott Bradley
/m/012q4n,Q295148,Peter Stormare
/m/012q8y,Q606212,Fremantle
/m/012qdp,Q189290,military officer
/m/012qjw,Q127076,vomiting
/m/012qxv,Q179325,County Sligo
/m/012rng,Q309214,Norman Jewison
/m/012rrr,Q41967,Upper Austria
/m/012s1d,Q484442,Spider-Man
/m/012s5j,Q229545,Raquel Welch
/m/012t1,Q710334,Arthur Laurents
/m/012t_z,Q43845,businessperson
/m/012ts,Q37100,Auckland
/m/012v1t,Q170581,Nancy Pelosi
/m/012v8,Q8748,Albanian
/m/012v9y,Q95002,William Holden
/m/012vby,Q103788,Mervyn LeRoy
/m/012vct,Q51490,George Stevens
/m/012vd6,Q125121,Aretha Franklin
/m/012vf6,Q105941,Myrna Loy
/m/012vm6,Q211965,The Moody Blues
/m/012vwb,Q631066,Clemson University
/m/012w70,Q7033959,Yue Chinese
/m/012wg,Q961893,Alan Jay Lerner
/m/012wgb,Q22890,Ireland
/m/012wyq,Q19186,Middlesex
/m/012x03,Q846373,The Temptations
/m/012x1l,Q667389,The Pretenders
/m/012x2b,Q238464,Simon Pegg
/m/012x4t,Q714,Stevie Wonder
/m/012x7b,Q622871,psychedelic trance
/m/012x8m,Q639182,SST Records
/m/012xdf,Q169452,Shaquille O'Neal
/m/012xsy,Q257533,music of Japan
/m/012yc,Q438503,alternative hip hop
/m/012ycy,Q455545,Ian MacKaye
/m/012ykt,Q214289,Michelle Yeoh
/m/012z8_,Q189758,Marvin Gaye
/m/012zng,Q924668,Mike Watt
/m/01304j,Q819016,Carlos Santana
/m/01309x,Q310300,James Taylor
/m/0130sy,Q313749,Jon Anderson
/m/0130xz,Q83460,general
/m/01314k,Q2503809,Kingston University
/m/0131kb,Q314914,Donald Pleasence
/m/01323p,Q58381,Duran Duran
/m/0132_h,Q1197407,Yomiuri Giants
/m/0132k4,Q211136,Jaco Pastorius
/m/01336l,Q727928,Asian Americans
/m/01337_,Q4227,James Coburn
/m/0133_p,Q211573,garage rock
/m/0133ch,Q823600,Chesterfield
/m/0133h8,Q42497,Lower Austria
/m/0133jj,Q42880,Tyrol
/m/0133k0,Q861823,electroclash
/m/0133sq,Q336206,Nick Park
/m/0133x7,Q224650,Sarah McLachlan
/m/013423,Q217787,Carole King
/m/0134bf,Q23083,West Yorkshire
/m/0134s5,Q27593,AC/DC
/m/0134tg,Q507327,The Allman Brothers Band
/m/0134w7,Q39476,Emma Watson
/m/0134wr,Q133405,Bee Gees
/m/01352_,Q83459,Brazil national football team
/m/0135cw,Q10230,Bharatiya Janata Party
/m/0135dr,Q10225,Indian National Congress
/m/0135g,Q490744,Alameda
/m/0135k2,Q1295,Dortmund
/m/0135nb,Q352878,Chris Waddle
/m/0135p7,Q745120,St. Joseph
/m/0135xb,Q962103,Joe Jackson
/m/01364q,Q313260,Al Green
/m/0136g9,Q355300,Richard Curtis
/m/0136jw,Q49198,Danbury
/m/0136kr,Q138345,Liberal Party of Canada
/m/0136p1,Q908933,Donna Summer
/m/0136pk,Q355009,Jackson Browne
/m/013719,Q598841,Monash University
/m/0137g1,Q11901,Beck
/m/0137hn,Q188482,Robin Gibb
/m/0137n0,Q206112,Willie Nelson
/m/013807,Q1256981,San Francisco State University
/m/01385g,Q318263,Michael Redgrave
/m/01386_,Q486063,Serj Tankian
/m/0138kk,Q525508,Dewsbury
/m/0138mv,Q2798,Udinese Calcio
/m/0138t4,Q1244704,Trinity Hall
/m/01399x,Q2927648,organ case
/m/0139q5,Q234778,Maggie Cheung
/m/013_5c,Q1048192,New Zealand Labour Party
/m/013_gg,Q3185,Hildesheim
/m/013_vh,Q38119,Daniel Radcliffe
/m/013b2h,Q637650,44th Annual Grammy Awards
/m/013b6_,Q34069,Ashkenazi Jews
/m/013bd1,Q211831,David Suchet
/m/013bqg,Q64116,High Wycombe
/m/013c2f,Q83726,Ealing
/m/013c6x,Q161376,Miss Universe
/m/013cr,Q356303,Albert Brooks
/m/013crh,Q489255,Sioux City
/m/013cz2,Q856841,Manhattan
/m/013d7t,Q80517,Shreveport
/m/013d_f,Q871265,East Lansing
/m/013dy7,Q1005953,Midland
/m/013f1h,Q984544,Traverse City
/m/013f9v,Q736834,St. Cloud
/m/013fn,Q781365,Australian Broadcasting Corporation
/m/013g3,Q87,Alexandria
/m/013gwb,Q135615,Springfield
/m/013gxt,Q24603,Independence
/m/013gz,Q985351,Alexandria
/m/013h1c,Q317865,Joplin
/m/013h9,Q88,Alexandria
/m/013hvr,Q631194,High Point
/m/013hxv,Q49229,Durham
/m/013jz2,Q216820,Youngstown
/m/013kcv,Q44989,Tulsa
/m/013km,Q208582,Akira Toriyama
/m/013knm,Q47664,Catherine Zeta-Jones
/m/013ksx,Q164380,Bethlehem
/m/013l6l,Q131335,Sioux Falls
/m/013m43,Q49274,Garland
/m/013m4v,Q51689,Plano
/m/013m_x,Q128295,Abilene
/m/013mj_,Q128361,Odessa
/m/013mtx,Q852645,Longview
/m/013mzh,Q45400,Port Arthur
/m/013n0n,Q49242,Corpus Christi
/m/013n2h,Q128321,Midland
/m/013n60,Q51691,Amarillo
/m/013nky,Q924289,King's College
/m/013nty,Q838112,Wheeling
/m/013nv_,Q94928,Appleton
/m/013nws,Q122563,Eau Claire
/m/013p59,Q23100,Merseyside
/m/013pk3,Q49017,Hugh Laurie
/m/013pp3,Q187019,Philip Roth
/m/013q07,Q498910,Austin Powers in Goldmember
/m/013q0p,Q501703,Austin Powers: International Man of Mystery
/m/013qvn,Q215359,Dean Martin
/m/013rds,Q199418,Ziggy Marley
/m/013rfk,Q887376,The Cult
/m/013rxq,Q431415,tejano music
/m/013sg6,Q219640,Vincent Price
/m/013t2y,Q216638,Wakefield
/m/013t85,Q1009235,Pontefract
/m/013t9y,Q446960,George Miller
/m/013tcv,Q250545,Baz Luhrmann
/m/013tjc,Q269890,Don Rickles
/m/013v5j,Q217427,La Toya Jackson
/m/013vdl,Q232307,Mae Whitman
/m/013w2r,Q590102,Styx
/m/013w7j,Q216936,Sean Combs
/m/013w8y,Q832086,Dave Matthews Band
/m/013wf1,Q201812,Huddersfield
/m/013xh7,Q187528,R.S.C. Anderlecht
/m/013xrm,Q42884,Germans
/m/013ybx,Q207405,Zsa Zsa Gabor
/m/013yq,Q23556,Atlanta
/m/013zdg,Q1540185,Juris Doctor
/m/013zs9,Q237178,Jane Horrocks
/m/013zyw,Q223992,Wes Craven
/m/0140g4,Q82949,Rocky V
/m/0140t7,Q144622,Phil Collins
/m/0140xf,Q1443316,Christmas music
/m/014162,Q23088,East Riding of Yorkshire
/m/0141kz,Q315728,John Mills
/m/01423b,Q170263,Chester
/m/0142rn,Q2589465,chief information officer
/m/01438g,Q48410,Richard Gere
/m/0143hl,Q1422458,University of Bath
/m/0143q0,Q292061,AFI
/m/0143wl,Q41233,Timothy Dalton
/m/014488,Q214959,Harry Belafonte
/m/0144l1,Q26933,Pete Townshend
/m/0144wg,Q58900,Doncaster
/m/01453,Q2052,ACF Fiorentina
/m/0145m,Q388296,Afrobeat
/m/014635,Q7245,Mark Twain
/m/0146bp,Q3025883,type 2 diabetes
/m/0146hc,Q143451,University of Central Florida
/m/0146mv,Q154958,Nickelodeon
/m/0146pg,Q131285,John Williams
/m/0147dk,Q40096,Will Smith
/m/0147gr,Q2876213,aerospace
/m/0147jt,Q357515,Michael W. Smith
/m/0147sh,Q938137,Quo Vadis
/m/0147w8,Q1247581,The Edge of Night
/m/0148nj,Q274401,oi!
/m/0148xv,Q175111,hanging
/m/0149xx,Q152043,Mstislav Rostropovich
/m/014_lq,Q1243718,Queens of the Stone Age
/m/014_x2,Q168010,City of Angels
/m/014_xj,Q42482,Iron Maiden
/m/014b4h,Q932411,Brunel University London
/m/014b6c,Q489873,St. Charles County
/m/014bpd,Q1471965,Heavy Metal
/m/014ck4,Q43934,Liaoning
/m/014clr,Q47974,Shaanxi
/m/014cw2,Q508412,Billy Bragg
/m/014d4v,Q967165,University of York
/m/014dd0,Q1228431,Dischord Records
/m/014dm6,Q616886,Ken Burns
/m/014dq7,Q134180,Truman Capote
/m/014dsx,Q61509,travel
/m/014g22,Q108935,Mary Steenburgen
/m/014g91,Q208205,Bill Evans
/m/014g9y,Q110462,Julie Delpy
/m/014g_s,Q10738,Dwayne Johnson
/m/014gf8,Q193048,Laurence Fishburne
/m/014gjp,Q494244,M*A*S*H
/m/014hdb,Q55430,Zhang Yimou
/m/014hr0,Q155805,London Symphony Orchestra
/m/014j0w,Q438628,Alternative Tentacles
/m/014j1m,Q89,apple
/m/014jyk,Q499510,University of Liverpool
/m/014kbl,Q2629392,puppeteer
/m/014kg4,Q351838,Arthur Kennedy
/m/014kj2,Q844908,Crawley
/m/014kkm,Q1345583,The Bad and the Beautiful
/m/014knw,Q1356753,Stalag 17
/m/014kq6,Q30931,Die Another Day
/m/014kyy,Q852435,Steely Dan
/m/014l4w,Q1530721,National Film Board of Canada
/m/014l6_,Q207954,Pretty Woman
/m/014l7h,Q270389,news presenter
/m/014lc_,Q388319,Star Trek: Nemesis
/m/014m1m,Q34110,Oaxaca
/m/014mlp,Q1765120,Bachelor of Arts
/m/014nq4,Q673198,Star Trek: Insurrection
/m/014nvr,Q38337,Alexandre Dumas
/m/014nzp,Q19490,Nottingham Forest F.C.
/m/014pg1,Q1887278,Oingo Boingo
/m/014ps4,Q361149,Gene Wolfe
/m/014q2g,Q189599,Keith Richards
/m/014tss,Q161885,Kingdom of Great Britain
/m/014v1q,Q315723,Burl Ives
/m/014v6f,Q136209,Cuba Gooding Jr.
/m/014vk4,Q47216,Condoleezza Rice
/m/014vm4,Q4970,Hangzhou
/m/014w_8,Q183134,sepsis
/m/014wxc,Q192626,Hawaiian Islands
/m/014x77,Q134077,Rachel Weisz
/m/014xf6,Q245247,King's College London
/m/014y6,Q342962,Anthony Head
/m/014yzm,Q193166,choline
/m/014z8v,Q150651,George Carlin
/m/014zcr,Q23844,George Clooney
/m/014zfs,Q213512,Bill Cosby
/m/014zn0,Q365633,Dana Andrews
/m/014zwb,Q284229,You've Got Mail
/m/014zws,Q49122,Harvard Law School
/m/014zz1,Q207821,hurdy-gurdy
/m/015010,Q232477,Jacqueline Bisset
/m/01505k,Q41183,Aleppo
/m/015076,Q106514,River Phoenix
/m/01507p,Q206364,David Boreanaz
/m/0150jk,Q483802,Nickelback
/m/0150n,Q586,Bonn
/m/0150t6,Q76364,Hans Zimmer
/m/01515w,Q125904,Edward Norton
/m/01516r,Q385618,Melvins
/m/01518s,Q649175,Danzig
/m/015196,Q354654,Glenn Danzig
/m/0151b0,Q201735,triangle
/m/0151ns,Q170576,Milla Jovovich
/m/0151w_,Q483118,Ben Affleck
/m/0151xv,Q299190,Dirk Bogarde
/m/0151zx,Q309589,Peter Cushing
/m/01520h,Q181799,Richard Dreyfuss
/m/0152cw,Q229018,Jewel
/m/0152n0,Q186190,skeleton
/m/0152x_,Q13973,MSNBC
/m/01531,Q18426,The Bronx
/m/0153nq,Q478750,Dio
/m/01540,Q420,biology
/m/015401,Q737835,University of Tehran
/m/01541z,Q239075,Michelle Forbes
/m/0154d7,Q210447,Mark Hamill
/m/0154fs,Q44198,Brampton
/m/0154gx,Q50816,Mississauga
/m/0154j,Q31,Belgium
/m/0154qm,Q80966,Cate Blanchett
/m/0155j3,Q13786,Cebu
/m/0155w,Q9759,blues
/m/0156q,Q64,Berlin
/m/0156ts,Q213181,Darlington
/m/0157g9,Q93259,Lesser Antilles
/m/0157m,Q1124,Bill Clinton
/m/01585b,Q853630,slasher film
/m/015882,Q229375,Linda Ronstadt
/m/0159h6,Q168724,Emma Thompson
/m/0159r9,Q863940,Gonville and Caius College
/m/015_1q,Q183387,Columbia Records
/m/015_30,Q294531,Neil Diamond
/m/015_z1,Q48943,Gillingham F.C.
/m/015bpl,Q579757,Star Trek VI: The Undiscovered Country
/m/015bwt,Q651231,Boyz II Men
/m/015c1b,Q1938795,Veneration of Mary in the Catholic Church
/m/015c2f,Q228725,Cynthia Nixon
/m/015c4g,Q171736,Robert Duvall
/m/015cbq,Q94081,Bob Hope
/m/015cj9,Q206988,Cheltenham
/m/015cjr,Q947873,television presenter
/m/015cl6,Q203535,Medal of Honor
/m/015cqh,Q464749,Journey
/m/015cxv,Q370400,Los Lobos
/m/015cz0,Q319239,Tel Aviv University
/m/015d3h,Q102551,Ernest Borgnine
/m/015dcj,Q184378,Rock Hudson
/m/015dnt,Q343037,Trevor Howard
/m/015dqj,Q153018,Maximilian Schell
/m/015dvh,Q308439,National Park Service
/m/015f47,Q24904,ADO Den Haag
/m/015f7,Q11975,Britney Spears
/m/015fr,Q155,Brazil
/m/015fs3,Q1546191,Western Michigan University
/m/015fsv,Q1278221,Eastern Michigan University
/m/015g1w,Q270920,Royal Academy of Arts
/m/015g28,Q208048,Band of Brothers
/m/015g7,Q1780,Bratislava
/m/015g_7,Q272923,Ryan O'Neal
/m/015gjr,Q55469,Marcello Mastroianni
/m/015gm8,Q1198073,Hud
/m/015grj,Q108283,Alan Arkin
/m/015gsv,Q181899,Cliff Robertson
/m/015gw6,Q309160,Alan Bates
/m/015gy7,Q312084,Melvyn Douglas
/m/015h31,Q266569,animator
/m/015hr,Q130871,Berlin International Film Festival
/m/015j7,Q1845,Bible
/m/015jr,Q1974,British Columbia
/m/015k7,Q9441,Gautam Buddha
/m/015kg1,Q726153,Epitaph Records
/m/015l4k,Q9642,1968 Winter Olympics
/m/015lhm,Q2673,Chuck Norris
/m/015ln1,Q1264867,Dulwich College
/m/015m08,Q1263,Emilia-Romagna
/m/015mlw,Q466649,American Recordings
/m/015mrk,Q214226,Lauryn Hill
/m/015n8,Q35802,Benedictus de Spinoza
/m/015nhn,Q182408,Glenda Jackson
/m/015njf,Q55249,Ken Russell
/m/015nl4,Q523926,Royal Academy of Dramatic Art
/m/015np0,Q381285,Ralph Richardson
/m/015npr,Q9557,Aamir Khan
/m/015nvj,Q95143,Carol Reed
/m/015p1m,Q319845,investment bank
/m/015p37,Q40143,Janeane Garofalo
/m/015p3p,Q314290,Harry Dean Stanton
/m/015p6,Q5113,bird
/m/015pdg,Q852767,Southern rock
/m/015pkc,Q165524,Tobey Maguire
/m/015pkt,Q9634,1960 Winter Olympics
/m/015pnb,Q1048856,All in the Family
/m/015ppk,Q609274,NYPD Blue
/m/015pvh,Q272952,Bonnie Hunt
/m/015pxr,Q23517,Ricky Gervais
/m/015q02,Q188953,Perak
/m/015q1n,Q52413,University of Kansas
/m/015q43,Q181413,Julie Christie
/m/015qh,Q219,Bulgaria
/m/015qq1,Q344576,Paul Winfield
/m/015qqg,Q1166180,Julia
/m/015qsq,Q657079,Serpico
/m/015qt5,Q182431,Art Carney
/m/015qy1,Q1363770,Mobile Suit Gundam: Char's Counterattack
/m/015qyf,Q313040,James Whitmore
/m/015rhv,Q283988,Roddy McDowall
/m/015rkw,Q203545,Michael Gambon
/m/015rmq,Q128085,Georg Solti
/m/015srx,Q43267,The Jackson 5
/m/015t56,Q483771,Elijah Wood
/m/015t7v,Q310515,Bernard Hill
/m/015v3r,Q484615,Ethan Hawke
/m/015vgc,Q956883,Carnatic music
/m/015vq_,Q211283,Bob Hoskins
/m/015vql,Q956867,Michael Hordern
/m/015w8_,Q387943,Tiny Toon Adventures
/m/015w9s,Q506240,television film
/m/015wc0,Q296804,Bernard Herrmann
/m/015wfg,Q216569,Roy Scheider
/m/015whm,Q945074,Being There
/m/015wnl,Q200405,John Hurt
/m/015wy_,Q528231,"Goldsmiths, University of London"
/m/015x1f,Q310170,Curtis Mayfield
/m/015x74,Q1210832,The Adventures of Baron Munchausen
/m/015xp4,Q182725,Etta James
/m/015y2q,Q1538,Pune
/m/015y3j,Q1210045,Dickinson College
/m/015y_n,Q203775,swing music
/m/015ynm,Q36092,Lilo & Stitch
/m/015z4j,Q11459,Serena Williams
/m/015zql,Q692808,Dan Curtis
/m/015zxh,Q840668,La Jolla
/m/015zyd,Q1026827,California Institute of the Arts
/m/016017,Q271189,Hercules
/m/0160nk,Q1193547,Tulane University
/m/0160w,Q778,The Bahamas
/m/0161c,Q398,Bahrain
/m/0161c2,Q30449,Avril Lavigne
/m/0161h5,Q206856,Angela Lansbury
/m/0161jj,Q170478,Bournemouth
/m/0161sp,Q180224,Lenny Kravitz
/m/0162b,Q902,Bangladesh
/m/0162c8,Q319204,Brett Ratner
/m/0162kb,Q783330,Senate of Australia
/m/0162v,Q244,Barbados
/m/01633c,Q1475611,In & Out
/m/01634x,Q50602,Manchester City F.C.
/m/016376,Q178134,The Isley Brothers
/m/0163kf,Q235952,Gladys Knight
/m/0163m1,Q28974,"Earth, Wind & Fire"
/m/0163r3,Q206439,Isaac Hayes
/m/0163t3,Q1806985,Sharon Osbourne
/m/0163v,Q184,Belarus
/m/0163zw,Q372103,electronic body music
/m/01645p,Q37153,avocado
/m/016475,Q254554,picture book
/m/0164b,Q242,Belize
/m/0164nb,Q201927,David Hasselhoff
/m/0164qt,Q212145,The World Is Not Enough
/m/0164r9,Q313727,Robert Shaw
/m/0164v,Q962,Benin
/m/0164w8,Q706993,Conrad Hall
/m/0164y7,Q966018,Frank Loesser
/m/0165b,Q23635,Bermuda
/m/0165v,Q750,Bolivia
/m/016622,Q178812,tubular bell
/m/01664_,Q484591,natural history
/m/01669b,Q43684,Henan
/m/01669t,Q45761,Hunan
/m/0166b,Q225,Bosnia and Herzegovina
/m/0166b8,Q43194,Yunnan
/m/0166c7,Q16963,Jiangsu
/m/0166v,Q963,Botswana
/m/016722,Q66485,Jaipur
/m/016732,Q1101938,Clive Davis
/m/01679d,Q1300012,toy piano
/m/0167_s,Q108666,Uriah Heep
/m/0167km,Q707446,Rick Springfield
/m/0167q3,Q49174,Bridgeport
/m/0167v,Q921,Brunei
/m/0167v4,Q437970,Ryan Adams
/m/0167xy,Q202314,Thin Lizzy
/m/016890,Q850290,Kool & The Gang
/m/0168cl,Q726071,Jimmy Buffett
/m/0168dy,Q168847,Brittany Murphy
/m/0168ls,Q108297,Spartacus
/m/0168nq,Q333718,Johnson & Johnson
/m/0168ql,Q596137,Gerry Anderson
/m/0168t,Q25305,British Virgin Islands
/m/01693z,Q202937,Stevie Ray Vaughan
/m/01699,Q965,Burkina Faso
/m/0169dl,Q175535,Matt Damon
/m/0169t,Q967,Burundi
/m/016_mj,Q4109,Chris Rock
/m/016_nr,Q876171,East Coast hip hop
/m/016_rm,Q429264,West Coast hip hop
/m/016_v3,Q1253172,Southern hip hop
/m/016bx2,Q55234,Michael Powell
/m/016cff,Q11578,Venus Williams
/m/016cjb,Q180268,gospel music
/m/016ckq,Q43327,Motown
/m/016clz,Q11366,alternative rock
/m/016cyt,Q1299260,roots reggae
/m/016dgz,Q193146,Anthony Perkins
/m/016dj8,Q51416,Men in Black
/m/016dmx,Q368831,Colin Wilson
/m/016dp0,Q313841,John Osborne
/m/016dsy,Q48280,Marianne Faithfull
/m/016fjj,Q185051,Christopher Walken
/m/016fly,Q121594,professor
/m/016fmf,Q43259,No Doubt
/m/016fnb,Q483379,Gwen Stefani
/m/016fyc,Q132351,The Usual Suspects
/m/016gb5,Q3104,Koblenz
/m/016ggh,Q204685,John Gielgud
/m/016ghw,Q55221,Alexander Korda
/m/016gkf,Q55796,Peter Ustinov
/m/016gp5,Q18729,Reading F.C.
/m/016gr2,Q256164,Derek Jacobi
/m/016h4r,Q208681,Kris Kristofferson
/m/016h5l,Q1574424,Kensal Green Cemetery
/m/016h9b,Q296876,Maurice Gibb
/m/016hjr,Q54122,Continental Army
/m/016hvl,Q25120,Pier Paolo Pasolini
/m/016j2t,Q552819,Hank Williams Jr.
/m/016j68,Q313047,Denholm Elliott
/m/016jfw,Q296872,Barry Gibb
/m/016jhr,Q2095173,jam band
/m/016jll,Q363698,Johnny Mercer
/m/016jny,Q186472,folk rock
/m/016k4x,Q919043,BC United
/m/016k62,Q215905,Itzhak Perlman
/m/016k6x,Q173158,Ben Kingsley
/m/016kb7,Q181936,F. Murray Abraham
/m/016kft,Q284876,Sam Waterston
/m/016khd,Q105825,William Hurt
/m/016kjs,Q15615,Lil Wayne
/m/016kkx,Q108510,James Garner
/m/016ks5,Q574057,Mona Lisa
/m/016ks_,Q193105,James Woods
/m/016ksk,Q722042,Master P
/m/016kv6,Q1348423,Salvador
/m/016ky6,Q858467,Big
/m/016kz1,Q611043,Flashdance
/m/016l09,Q268160,The White Stripes
/m/016lh0,Q15257,Ron Paul
/m/016lj_,Q239074,Sepultura
/m/016lmg,Q7256860,The Prodigy
/m/016lv3,Q524711,Jonathan Lynn
/m/016m5c,Q83468,Judas Priest
/m/016mhd,Q458629,Billy Elliot
/m/016n7b,Q487070,Dessau
/m/016ndm,Q1144262,Western University
/m/016nff,Q228747,Julie Walters
/m/016ntp,Q219772,PJ Harvey
/m/016nvh,Q321339,Paul Oakenfold
/m/016pns,Q218992,Nelly
/m/016ppr,Q153056,Destiny's Child
/m/016qtt,Q231259,Billy Ray Cyrus
/m/016qwt,Q15124,South Tyrol
/m/016r9z,Q8088,1900 Summer Olympics
/m/016s0m,Q187814,Tracy Chapman
/m/016s_5,Q326538,John Fogerty
/m/016sd3,Q2341039,Stetson University
/m/016sp_,Q713099,Dwight Yoakam
/m/016sqs,Q366584,George Strait
/m/016srn,Q467519,Randy Travis
/m/016szr,Q318475,Randy Newman
/m/016t00,Q345431,John Mellencamp
/m/016t0h,Q156305,a-ha
/m/016t_3,Q4000966,laurea magistrale
/m/016t_3,Q183816,master's degree
/m/016tb7,Q179041,Lisa Kudrow
/m/016tbr,Q188792,David Schwimmer
/m/016tt2,Q434841,20th Century Studios
/m/016tvq,Q463999,The Cosby Show
/m/016tw3,Q168383,Universal Pictures
/m/016v46,Q30002,Chengdu
/m/016vg8,Q224026,Heather Graham
/m/016vj5,Q748836,Simple Minds
/m/016vn3,Q858388,The Cars
